track_id,track_name,artist_name,primary_genre,mood_label,distance
54otdw8MmYNz2ewGHzmaTP,FEEL NOTHING - RESET,The Plot In You,metal,Aggressive,0.34382083703783023
536bkD2pabwDI6kHCzHv5T,Hollow,Breaking Benjamin,grunge,Aggressive,0.4076658659226824
5DLOpXvShlphkFSlAIwdDv,Leisure,Israeli Chicks,garage,Aggressive,0.4119224542028524
1YsAj4ybnMC11VoTg7k6s5,Back Round,Wolfmother,alt-rock,Aggressive,0.4146925568734501
6GTsPmY05JgqgMSgsfwMqN,Keepsake,Balance And Composure,grunge,Aggressive,0.45865267054782505
