track_genre,track_count,unique_tracks,mean_danceability,mean_energy,mean_loudness,mean_speechiness,mean_acousticness,mean_instrumentalness,mean_liveness,mean_valence,mean_tempo,mean_popularity,pct_euphoric,pct_peaceful,pct_aggressive,pct_melancholic
r-n-b,1000,1000,0.614388,0.6381296706,-7.5394440000000005,0.0892185,0.3705621442,0.00995564893,0.2621831,0.6331639,124.038939,36.687,53.900000000000006,14.7,19.3,12.1
reggae,1000,1000,0.745331,0.7257910000000001,-5.292395000000001,0.1154054,0.175950025,0.00280536537,0.18832959999999999,0.647529,119.867602,20.63,76.2,2.5,19.7,1.6
reggaeton,1000,1000,0.758521,0.7387279999999999,-4.987124,0.1209521,0.16476341,0.0027859151,0.1703853,0.6427535,118.872403,23.858,77.2,1.0,21.3,0.5
rock,1000,1000,0.543609,0.6790711,-6.664480999999999,0.0499229,0.2092416581,0.02097829594,0.1725127,0.5389026,126.321238,19.001,48.8,6.1,31.7,13.4
rock-n-roll,1000,1000,0.5503020000000001,0.5266152,-9.381602999999998,0.0513818,0.5533451770000001,0.01422119739,0.22731200000000001,0.67049,120.390017,34.434,44.9,31.0,5.800000000000001,18.3
rockabilly,999,999,0.5611861861861862,0.6592051051051051,-8.204841841841843,0.05958048048048048,0.44722339665665667,0.02525461141141141,0.22903443443443441,0.7267367367367368,123.65703703703704,31.5025025025025,67.06706706706707,15.115115115115115,6.206206206206207,11.611611611611613
romance,904,904,0.4315367256637168,0.2988484513274336,-13.093486725663718,0.06435188053097346,0.8644558628318585,0.0532656791261062,0.21254070796460175,0.39457511061946904,109.81713716814158,3.549778761061947,7.7433628318584065,23.893805309734514,5.0884955752212395,63.27433628318584
sad,1000,1000,0.692378,0.4624701,-10.275018,0.13043110000000002,0.473710126,0.10574007686999999,0.1716106,0.4220495,119.06495,52.379,19.400000000000002,16.2,22.900000000000002,41.5
salsa,998,998,0.6681973947895792,0.7242284569138276,-6.928846693386773,0.05617444889779559,0.4690345290581162,0.012561161703406813,0.18257324649298598,0.8145360721442886,119.82768436873747,28.06312625250501,88.27655310621243,7.214428857715431,2.905811623246493,1.6032064128256511
samba,1000,1000,0.5748970000000001,0.6726435000000001,-8.490191999999999,0.0836434,0.48990308,0.00735573505,0.44319240000000004,0.6934091,118.122361,38.826,76.6,6.4,7.9,9.1
sertanejo,1000,1000,0.591647,0.710391,-5.4854449999999995,0.0648653,0.43662081999999997,0.00016028155999999998,0.4742244,0.619325,127.052197,47.866,67.5,5.6000000000000005,21.8,5.1
